ParroquiaPARROQUIAPARROQUIA,Fecha de PagoMesMes,Tipo de PagoTipo de PagoTipo de Pago,Actividad ComercialDescripción ActividadDescripcion Nivel 1,MeasuresValores Pagados,Agregar columna2
12 DE MARZO,ene-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,950.47,
12 DE MARZO,ene-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,116.38,
12 DE MARZO,ene-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,818.93,
12 DE MARZO,feb-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,feb-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,105,
12 DE MARZO,feb-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,121.25,
12 DE MARZO,feb-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,105,
12 DE MARZO,mar-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,mar-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,891.26,
12 DE MARZO,mar-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,176.75,
12 DE MARZO,mar-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,62,
12 DE MARZO,mar-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,208.684,
12 DE MARZO,abr-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,abr-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1411.31,
12 DE MARZO,abr-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,105,
12 DE MARZO,may-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1568.61,
12 DE MARZO,may-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,122.6,
12 DE MARZO,may-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,515.25,
12 DE MARZO,may-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,636,
12 DE MARZO,jun-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,398,
12 DE MARZO,jun-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1367.04,
12 DE MARZO,jun-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,139.25,
12 DE MARZO,jun-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,391.65,
12 DE MARZO,jul-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,jul-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,2194.87,
12 DE MARZO,jul-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,147.75,
12 DE MARZO,jul-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,231.57,
12 DE MARZO,jul-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,305.82,
12 DE MARZO,ago-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,2991.06,
12 DE MARZO,ago-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,626.23,
12 DE MARZO,sep-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,sep-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,3693.93,
12 DE MARZO,sep-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,19,
12 DE MARZO,sep-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,24.9,
12 DE MARZO,sep-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,422.18,
12 DE MARZO,oct-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,oct-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1506.06,
12 DE MARZO,oct-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,123.75,
12 DE MARZO,oct-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,800.57,
12 DE MARZO,nov-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,nov-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,2540.78,
12 DE MARZO,nov-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,90.5,
12 DE MARZO,dic-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,dic-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,678.34,
12 DE MARZO,dic-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,62,
12 DE MARZO,ene-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,ene-24,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1700.61,
12 DE MARZO,ene-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,176.55,
12 DE MARZO,ene-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,427.25,
12 DE MARZO,feb-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,feb-24,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,50.6,
12 DE MARZO,feb-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,25.3,
12 DE MARZO,feb-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,81.9,
12 DE MARZO,mar-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,367,
12 DE MARZO,mar-24,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,764.83,
12 DE MARZO,mar-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,718.65,
18 DE OCTUBRE,ene-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,434.77,
18 DE OCTUBRE,ene-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1260.8196,
18 DE OCTUBRE,ene-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,73.09,
18 DE OCTUBRE,ene-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,678.5551,
18 DE OCTUBRE,mar-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,19.089,
18 DE OCTUBRE,mar-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,126.65,
18 DE OCTUBRE,mar-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,20,
18 DE OCTUBRE,abr-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,may-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,66.21,
18 DE OCTUBRE,may-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,jun-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,181,
18 DE OCTUBRE,jun-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,51,
18 DE OCTUBRE,jul-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,666.5545,
18 DE OCTUBRE,ago-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,93.06,
18 DE OCTUBRE,ago-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,sep-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,61.0563,
18 DE OCTUBRE,oct-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,31.06,
18 DE OCTUBRE,oct-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,nov-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,22.22,
18 DE OCTUBRE,nov-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,8.8445,
18 DE OCTUBRE,nov-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,488.95,
18 DE OCTUBRE,dic-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,31.06,
18 DE OCTUBRE,dic-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,102.41,
18 DE OCTUBRE,dic-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,ene-24,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,25.45,
18 DE OCTUBRE,ene-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,258.4945,
18 DE OCTUBRE,ene-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,526.95,
18 DE OCTUBRE,feb-24,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,0.42,
18 DE OCTUBRE,feb-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,30.64,
18 DE OCTUBRE,feb-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
18 DE OCTUBRE,mar-24,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,31.06,
18 DE OCTUBRE,mar-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,375.27,
18 DE OCTUBRE,mar-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,134.4,
ABDON CALDERON,ene-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,ene-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,549.78,
ABDON CALDERON,feb-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,39.6,
ABDON CALDERON,feb-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,48.56,
ABDON CALDERON,mar-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,abr-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,abr-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,138.6,
ABDON CALDERON,may-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,112.8,
ABDON CALDERON,may-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,513,
ABDON CALDERON,jun-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,jun-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,33,
ABDON CALDERON,jul-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,ago-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,ago-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,118.8,
ABDON CALDERON,sep-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,oct-23,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,52.8,
ABDON CALDERON,nov-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,nov-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,19.8,
ABDON CALDERON,dic-23,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,ene-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,ene-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,39.6,
ABDON CALDERON,feb-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,feb-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,33,
ABDON CALDERON,mar-24,CHEQUE,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,480,
ABDON CALDERON,mar-24,PAGO POR VENTANILLA BANCARIA,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,688.65,
ABDON CALDERON,mar-24,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,39.6,
ANDRES DE VERA,ene-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,7393,
ANDRES DE VERA,ene-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,458.12,
ANDRES DE VERA,ene-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,1310.88,
ANDRES DE VERA,feb-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,86.0438,
ANDRES DE VERA,feb-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,332.43,
ANDRES DE VERA,mar-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,300,
ANDRES DE VERA,mar-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,458.12,
ANDRES DE VERA,mar-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,311.44,
ANDRES DE VERA,abr-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,465,
ANDRES DE VERA,abr-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,339.61,
ANDRES DE VERA,abr-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,3807.79,
ANDRES DE VERA,may-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,522.75,
ANDRES DE VERA,jun-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,282.9,
ANDRES DE VERA,jun-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,568.67,
ANDRES DE VERA,jun-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,332.43,
ANDRES DE VERA,jul-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,229.5,
ANDRES DE VERA,jul-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,229.06,
ANDRES DE VERA,ago-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,297,
ANDRES DE VERA,ago-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,229.06,
ANDRES DE VERA,ago-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,704.37,
ANDRES DE VERA,sep-23,COMPENSACIONES,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,164.84,
ANDRES DE VERA,sep-23,PAGO POR INTERNET,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,229.06,
ANDRES DE VERA,sep-23,TARJETA DE CRÉDITO,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,2053.9952,
